Notes,County,County Code,Year,Year Code,Births,Total Population,Birth Rate,Average Age of Mother,Average LMP Gestational Age
Total,"Sedgwick County, KS",20173,,,36379,2551474,14.26,27.51,38.44
,"Shawnee County, KS",20177,2013,2013,2356,178831,13.17,27.06,38.52
,"Shawnee County, KS",20177,2014,2014,2341,178406,13.12,27.52,38.5
,"Shawnee County, KS",20177,2015,2015,2276,178725,12.73,27.46,38.48
,"Shawnee County, KS",20177,2016,2016,2189,178146,12.29,27.61,38.45
,"Shawnee County, KS",20177,2017,2017,2074,178187,11.64,27.69,38.3
Total,"Shawnee County, KS",20177,,,11236,892295,12.59,27.46,38.45
,"Wyandotte County, KS",20209,2013,2013,2681,160384,16.72,26.63,38.53
,"Wyandotte County, KS",20209,2014,2014,2789,161636,17.25,26.74,38.45
,"Wyandotte County, KS",20209,2015,2015,2762,163369,16.91,26.84,38.47
,"Wyandotte County, KS",20209,2016,2016,2695,163831,16.45,27.02,38.33
,"Wyandotte County, KS",20209,2017,2017,2541,165288,15.37,27.27,38.38
Total,"Wyandotte County, KS",20209,,,13468,814508,16.54,26.89,38.43
,"Unidentified Counties, KS",20999,2013,2013,18978,1482394,12.8,26.91,38.66
,"Unidentified Counties, KS",20999,2014,2014,18112,1364319,13.28,26.99,38.63
,"Unidentified Counties, KS",20999,2015,2015,17956,1359761,13.21,27,38.54
,"Unidentified Counties, KS",20999,2016,2016,17323,1349426,12.84,27.35,38.55
,"Unidentified Counties, KS",20999,2017,2017,16623,1343990,12.37,27.41,38.49
Total,"Unidentified Counties, KS",20999,,,88992,6899890,12.9,27.12,38.58
,"Boone County, KY",21015,2014,2014,1714,126413,13.56,28.6,38.8
,"Boone County, KY",21015,2015,2015,1670,127712,13.08,28.76,38.78
,"Boone County, KY",21015,2016,2016,1681,128536,13.08,28.92,38.71
,"Boone County, KY",21015,2017,2017,1716,130728,13.13,28.8,38.84
Total,"Boone County, KY",21015,,,6781,513389,13.21,28.77,38.78
,"Fayette County, KY",21067,2013,2013,4071,308428,13.2,28.5,38.54
,"Fayette County, KY",21067,2014,2014,4124,310797,13.27,28.75,38.48
,"Fayette County, KY",21067,2015,2015,4044,314488,12.86,28.82,38.47
,"Fayette County, KY",21067,2016,2016,4090,318449,12.84,29,38.51
,"Fayette County, KY",21067,2017,2017,3912,321959,12.15,28.95,38.54
Total,"Fayette County, KY",21067,,,20241,1574121,12.86,28.8,38.51
,"Hardin County, KY",21093,2014,2014,1595,108266,14.73,26.72,38.53
,"Hardin County, KY",21093,2015,2015,1447,106439,13.59,26.84,38.52
,"Hardin County, KY",21093,2016,2016,1441,107316,13.43,26.67,38.68
,"Hardin County, KY",21093,2017,2017,1449,108071,13.41,27.12,38.53
Total,"Hardin County, KY",21093,,,5932,430092,13.79,26.84,38.56
,"Jefferson County, KY",21111,2013,2013,9959,756832,13.16,27.62,38.49
,"Jefferson County, KY",21111,2014,2014,10011,760026,13.17,27.89,38.54
,"Jefferson County, KY",21111,2015,2015,10147,763623,13.29,28.06,38.64
,"Jefferson County, KY",21111,2016,2016,9889,765352,12.92,28.3,38.61
,"Jefferson County, KY",21111,2017,2017,9908,771158,12.85,28.54,38.64
Total,"Jefferson County, KY",21111,,,49914,3816991,13.08,28.08,38.58
,"Kenton County, KY",21117,2013,2013,2284,163145,14,27.83,38.69
,"Kenton County, KY",21117,2014,2014,2369,163929,14.45,28.06,38.76
,"Kenton County, KY",21117,2015,2015,2319,165012,14.05,28.13,38.74
,"Kenton County, KY",21117,2016,2016,2329,164945,14.12,28.2,38.69
,"Kenton County, KY",21117,2017,2017,2331,165399,14.09,28.28,38.6
Total,"Kenton County, KY",21117,,,11632,822430,14.14,28.1,38.69
,"Warren County, KY",21227,2014,2014,1603,120460,13.31,27.36,38.52
,"Warren County, KY",21227,2015,2015,1665,122851,13.55,27.66,38.68
,"Warren County, KY",21227,2016,2016,1640,125532,13.06,27.7,38.56
,"Warren County, KY",21227,2017,2017,1714,128845,13.3,27.87,38.51
Total,"Warren County, KY",21227,,,6622,497688,13.31,27.65,38.57
,"Unidentified Counties, KY",21999,2013,2013,39372,3166890,12.43,26.29,38.58
,"Unidentified Counties, KY",21999,2014,2014,34754,2823566,12.31,26.23,38.55
,"Unidentified Counties, KY",21999,2015,2015,34679,2824967,12.28,26.37,38.56
,"Unidentified Counties, KY",21999,2016,2016,34379,2826844,12.16,26.58,38.53
,"Unidentified Counties, KY",21999,2017,2017,33722,2828029,11.92,26.64,38.5
Total,"Unidentified Counties, KY",21999,,,176906,14470296,12.23,26.42,38.54
,"Ascension Parish, LA",22005,2014,2014,1748,117029,14.94,27.76,38.25
,"Ascension Parish, LA",22005,2015,2015,1663,119455,13.92,28.19,38.2
,"Ascension Parish, LA",22005,2016,2016,1751,121587,14.4,28.34,38.26
,"Ascension Parish, LA",22005,2017,2017,1704,122948,13.86,28.4,38.23
Total,"Ascension Parish, LA",22005,,,6866,481019,14.27,28.17,38.24
,"Bossier Parish, LA",22015,2014,2014,1847,125064,14.77,27.15,38.17
,"Bossier Parish, LA",22015,2015,2015,1881,125175,15.03,27.07,38.23
,"Bossier Parish, LA",22015,2016,2016,1751,126057,13.89,27.59,38.16
,"Bossier Parish, LA",22015,2017,2017,1627,127634,12.75,27.63,38.11
Total,"Bossier Parish, LA",22015,,,7106,503930,14.1,27.35,38.17
,"Caddo Parish, LA",22017,2013,2013,3835,254887,15.05,26.13,37.75
,"Caddo Parish, LA",22017,2014,2014,3661,252603,14.49,26.58,37.78
,"Caddo Parish, LA",22017,2015,2015,3570,251460,14.2,26.57,37.95
,"Caddo Parish, LA",22017,2016,2016,3364,248851,13.52,26.99,37.8
,"Caddo Parish, LA",22017,2017,2017,3231,246581,13.1,27.05,37.69
Total,"Caddo Parish, LA",22017,,,17661,1254382,14.08,26.65,37.79
,"Calcasieu Parish, LA",22019,2013,2013,2728,195296,13.97,26.09,38.27
,"Calcasieu Parish, LA",22019,2014,2014,2755,197204,13.97,26.39,38.42
,"Calcasieu Parish, LA",22019,2015,2015,2877,198788,14.47,26.61,38.49
,"Calcasieu Parish, LA",22019,2016,2016,3034,200601,15.12,26.58,38.39
,"Calcasieu Parish, LA",22019,2017,2017,2987,202445,14.75,26.68,38.24
Total,"Calcasieu Parish, LA",22019,,,14381,994334,14.46,26.48,38.36
,"East Baton Rouge Parish, LA",22033,2013,2013,6141,445227,13.79,27.26,38.04
,"East Baton Rouge Parish, LA",22033,2014,2014,6153,446042,13.79,27.46,38.11
,"East Baton Rouge Parish, LA",22033,2015,2015,6212,446753,13.9,27.59,38.14
,"East Baton Rouge Parish, LA",22033,2016,2016,6125,447037,13.7,27.93,38.13
,"East Baton Rouge Parish, LA",22033,2017,2017,5975,446268,13.39,27.85,38.12
Total,"East Baton Rouge Parish, LA",22033,,,30606,2231327,13.72,27.62,38.11
,"Jefferson Parish, LA",22051,2013,2013,5596,434767,12.87,27.72,38.4
,"Jefferson Parish, LA",22051,2014,2014,5912,435716,13.57,27.91,38.44
,"Jefferson Parish, LA",22051,2015,2015,6082,436275,13.94,28.13,38.46
,"Jefferson Parish, LA",22051,2016,2016,5887,436523,13.49,28.37,38.37
,"Jefferson Parish, LA",22051,2017,2017,5835,439036,13.29,28.46,38.39
Total,"Jefferson Parish, LA",22051,,,29312,2182317,13.43,28.12,38.41
,"Lafayette Parish, LA",22055,2013,2013,3497,230845,15.15,27.32,38.43
,"Lafayette Parish, LA",22055,2014,2014,3462,235644,14.69,27.67,38.65
,"Lafayette Parish, LA",22055,2015,2015,3505,240098,14.6,27.73,38.44
,"Lafayette Parish, LA",22055,2016,2016,3369,241398,13.96,27.84,38.66
,"Lafayette Parish, LA",22055,2017,2017,3339,242485,13.77,28.22,38.62
Total,"Lafayette Parish, LA",22055,,,17172,1190470,14.42,27.75,38.56
,"Livingston Parish, LA",22063,2014,2014,1860,135751,13.7,26.9,38.34
,"Livingston Parish, LA",22063,2015,2015,1905,137788,13.83,27.27,38.41
,"Livingston Parish, LA",22063,2016,2016,1921,140138,13.71,27.32,38.37
,"Livingston Parish, LA",22063,2017,2017,1828,138228,13.22,27.43,38.37
Total,"Livingston Parish, LA",22063,,,7514,551905,13.61,27.23,38.37
,"Orleans Parish, LA",22071,2013,2013,4867,378715,12.85,27.83,38.63
,"Orleans Parish, LA",22071,2014,2014,5066,384320,13.18,28.03,38.5
,"Orleans Parish, LA",22071,2015,2015,5068,389617,13.01,28.27,38.46
,"Orleans Parish, LA",22071,2016,2016,4835,391495,12.35,28.75,38.36
,"Orleans Parish, LA",22071,2017,2017,4619,393292,11.74,28.97,38.36
Total,"Orleans Parish, LA",22071,,,24455,1937439,12.62,28.36,38.46
,"Ouachita Parish, LA",22073,2013,2013,2258,156220,14.45,25.9,37.93
,"Ouachita Parish, LA",22073,2014,2014,2342,156325,14.98,26.2,37.96
,"Ouachita Parish, LA",22073,2015,2015,2266,156761,14.46,26.36,38.04
,"Ouachita Parish, LA",22073,2016,2016,2224,156983,14.17,26.61,37.95
,"Ouachita Parish, LA",22073,2017,2017,2152,155874,13.81,26.66,37.94
Total,"Ouachita Parish, LA",22073,,,11242,782163,14.37,26.34,37.96
,"Rapides Parish, LA",22079,2013,2013,1794,132723,13.52,25.94,38.03
,"Rapides Parish, LA",22079,2014,2014,1921,132488,14.5,26.21,39.09
,"Rapides Parish, LA",22079,2015,2015,1822,132141,13.79,26.39,39.3
,"Rapides Parish, LA",22079,2016,2016,1840,132424,13.89,26.42,37.65
,"Rapides Parish, LA",22079,2017,2017,1724,131648,13.1,26.7,35.75
Total,"Rapides Parish, LA",22079,,,9101,661424,13.76,26.33,38
,"St. Tammany Parish, LA",22103,2013,2013,2854,242333,11.78,28.43,38.46
,"St. Tammany Parish, LA",22103,2014,2014,2963,245829,12.05,28.44,38.42
,"St. Tammany Parish, LA",22103,2015,2015,3013,250088,12.05,28.63,38.52
,"St. Tammany Parish, LA",22103,2016,2016,3089,253602,12.18,28.77,38.43
,"St. Tammany Parish, LA",22103,2017,2017,2865,256327,11.18,29.1,38.47
Total,"St. Tammany Parish, LA",22103,,,14784,1248179,11.84,28.67,38.46
,"Tangipahoa Parish, LA",22105,2013,2013,1936,125412,15.44,26.17,38.19
,"Tangipahoa Parish, LA",22105,2014,2014,1938,127049,15.25,26.06,38.26
,"Tangipahoa Parish, LA",22105,2015,2015,1986,128755,15.42,26.45,38.1
,"Tangipahoa Parish, LA",22105,2016,2016,1984,130710,15.18,26.59,38.24
,"Tangipahoa Parish, LA",22105,2017,2017,1986,132497,14.99,27,38.32
Total,"Tangipahoa Parish, LA",22105,,,9830,644423,15.25,26.46,38.22
,"Terrebonne Parish, LA",22109,2013,2013,1705,112749,15.12,26.18,38.45
,"Terrebonne Parish, LA",22109,2014,2014,1730,113328,15.27,26.3,38.35
,"Terrebonne Parish, LA",22109,2015,2015,1760,113972,15.44,26.63,38.37
,"Terrebonne Parish, LA",22109,2016,2016,1570,113220,13.87,27.12,38.32
,"Terrebonne Parish, LA",22109,2017,2017,1544,112086,13.78,27.06,38.16
Total,"Terrebonne Parish, LA",22109,,,8309,565355,14.7,26.64,38.33
,"Unidentified Counties, LA",22999,2013,2013,25990,1916296,13.56,26.13,38.22
,"Unidentified Counties, LA",22999,2014,2014,21139,1545284,13.68,26.11,38.24
,"Unidentified Counties, LA",22999,2015,2015,21082,1543598,13.66,26.21,38.27
,"Unidentified Counties, LA",22999,2016,2016,20434,1541040,13.26,26.48,38.17
,"Unidentified Counties, LA",22999,2017,2017,19602,1536984,12.75,26.61,38.02
Total,"Unidentified Counties, LA",22999,,,108247,8083202,13.39,26.29,38.19
,"Androscoggin County, ME",23001,2013,2013,1251,107604,11.63,27.28,39.06
,"Androscoggin County, ME",23001,2014,2014,1250,107440,11.63,27.32,39.16
,"Androscoggin County, ME",23001,2015,2015,1267,107233,11.82,28.05,39.12
,"Androscoggin County, ME",23001,2016,2016,1247,107319,11.62,27.81,39.01
,"Androscoggin County, ME",23001,2017,2017,1241,107651,11.53,28.38,39.05
Total,"Androscoggin County, ME",23001,,,6256,537247,11.64,27.77,39.08
,"Cumberland County, ME",23005,2013,2013,2875,285456,10.07,30.03,39.08
,"Cumberland County, ME",23005,2014,2014,2849,287797,9.9,30.24,39.02
,"Cumberland County, ME",23005,2015,2015,2722,289977,9.39,30.3,38.98
,"Cumberland County, ME",23005,2016,2016,2830,292041,9.69,30.64,38.98
,"Cumberland County, ME",23005,2017,2017,2733,292500,9.34,30.85,38.85
Total,"Cumberland County, ME",23005,,,14009,1447771,9.68,30.41,38.98
,"Kennebec County, ME",23011,2013,2013,1097,121164,9.05,27.6,39.06
,"Kennebec County, ME",23011,2014,2014,1236,121112,10.21,27.9,38.97
,"Kennebec County, ME",23011,2015,2015,1208,119980,10.07,27.89,39.03
,"Kennebec County, ME",23011,2016,2016,1164,120569,9.65,27.86,38.94
,"Kennebec County, ME",23011,2017,2017,1132,121821,9.29,28.17,38.81
Total,"Kennebec County, ME",23011,,,5837,604646,9.65,27.89,38.96
,"Penobscot County, ME",23019,2013,2013,1477,153364,9.63,27.69,38.91
,"Penobscot County, ME",23019,2014,2014,1431,153414,9.33,27.78,38.75
,"Penobscot County, ME",23019,2015,2015,1429,152692,9.36,28.08,38.8
,"Penobscot County, ME",23019,2016,2016,1483,151806,9.77,28.26,38.75
,"Penobscot County, ME",23019,2017,2017,1433,151957,9.43,28.53,38.68
Total,"Penobscot County, ME",23019,,,7253,763233,9.5,28.07,38.78
,"York County, ME",23031,2013,2013,1824,199431,9.15,28.66,39
,"York County, ME",23031,2014,2014,1837,200710,9.15,28.57,39.08
,"York County, ME",23031,2015,2015,1894,201169,9.41,28.67,38.94
,"York County, ME",23031,2016,2016,1898,202343,9.38,29.12,38.85
,"York County, ME",23031,2017,2017,1812,204191,8.87,29.07,38.81
Total,"York County, ME",23031,,,9265,1007844,9.19,28.82,38.93
,"Unidentified Counties, ME",23999,2013,2013,4252,461283,9.22,27.29,39.09
,"Unidentified Counties, ME",23999,2014,2014,4095,459616,8.91,27.66,39.03
,"Unidentified Counties, ME",23999,2015,2015,4087,458277,8.92,27.59,39.04
,"Unidentified Counties, ME",23999,2016,2016,4083,457401,8.93,27.79,38.99
,"Unidentified Counties, ME",23999,2017,2017,3947,457787,8.62,27.96,38.91
Total,"Unidentified Counties, ME",23999,,,20464,2294364,8.92,27.65,39.01
,"Anne Arundel County, MD",24003,2013,2013,6817,555743,12.27,29.54,38.62
,"Anne Arundel County, MD",24003,2014,2014,6972,560133,12.45,29.71,38.65
,"Anne Arundel County, MD",24003,2015,2015,6936,564195,12.29,29.85,38.75
,"Anne Arundel County, MD",24003,2016,2016,6967,568346,12.26,30.09,38.77
,"Anne Arundel County, MD",24003,2017,2017,6898,573235,12.03,30.2,38.7
Total,"Anne Arundel County, MD",24003,,,34590,2821652,12.26,29.88,38.7
,"Baltimore County, MD",24005,2013,2013,9524,823015,11.57,29.23,38.59
,"Baltimore County, MD",24005,2014,2014,10079,826925,12.19,29.35,38.61
,"Baltimore County, MD",24005,2015,2015,9991,831128,12.02,29.44,38.63
,"Baltimore County, MD",24005,2016,2016,9838,831026,11.84,29.75,38.57
,"Baltimore County, MD",24005,2017,2017,9844,832468,11.83,29.91,38.49
Total,"Baltimore County, MD",24005,,,49276,4144562,11.89,29.54,38.58
,"Carroll County, MD",24013,2013,2013,1555,167564,9.28,29.11,38.7
,"Carroll County, MD",24013,2014,2014,1602,167830,9.55,29.5,38.76
,"Carroll County, MD",24013,2015,2015,1696,167627,10.12,29.57,38.74
,"Carroll County, MD",24013,2016,2016,1737,167656,10.36,29.91,38.88
,"Carroll County, MD",24013,2017,2017,1570,167781,9.36,30.08,38.78
Total,"Carroll County, MD",24013,,,8160,838458,9.73,29.64,38.77
,"Cecil County, MD",24015,2014,2014,1135,102383,11.09,28.09,38.75
,"Cecil County, MD",24015,2015,2015,1177,102382,11.5,27.93,38.8
,"Cecil County, MD",24015,2016,2016,1106,102603,10.78,28.04,38.62
,"Cecil County, MD",24015,2017,2017,1145,102746,11.14,28.26,38.65
Total,"Cecil County, MD",24015,,,4563,410114,11.13,28.08,38.71
,"Charles County, MD",24017,2013,2013,1806,152864,11.81,28.11,38.57
,"Charles County, MD",24017,2014,2014,1862,154747,12.03,28.76,38.57
,"Charles County, MD",24017,2015,2015,1846,156118,11.82,28.65,38.49
,"Charles County, MD",24017,2016,2016,1812,157705,11.49,29.19,38.48
,"Charles County, MD",24017,2017,2017,1842,159700,11.53,29.26,38.25
Total,"Charles County, MD",24017,,,9168,781134,11.74,28.79,38.47
,"Frederick County, MD",24021,2013,2013,2722,241409,11.28,29.63,38.82
,"Frederick County, MD",24021,2014,2014,2815,243675,11.55,29.74,38.73
,"Frederick County, MD",24021,2015,2015,2824,245322,11.51,29.96,38.77
,"Frederick County, MD",24021,2016,2016,2839,247591,11.47,30.05,38.8
,"Frederick County, MD",24021,2017,2017,2721,252022,10.8,30.26,38.76
Total,"Frederick County, MD",24021,,,13921,1230019,11.32,29.93,38.77
,"Harford County, MD",24025,2013,2013,2705,249215,10.85,29.14,38.79
,"Harford County, MD",24025,2014,2014,2706,250105,10.82,29.48,38.7
,"Harford County, MD",24025,2015,2015,2720,250290,10.87,29.71,38.75
,"Harford County, MD",24025,2016,2016,2699,251032,10.75,29.7,38.69
,"Harford County, MD",24025,2017,2017,2624,252160,10.41,29.87,38.68
Total,"Harford County, MD",24025,,,13454,1252802,10.74,29.58,38.72
,"Howard County, MD",24027,2013,2013,3377,304580,11.09,31,38.67
,"Howard County, MD",24027,2014,2014,3554,309284,11.49,31.33,38.7
,"Howard County, MD",24027,2015,2015,3564,313414,11.37,31.39,38.63
,"Howard County, MD",24027,2016,2016,3569,317233,11.25,31.46,38.68
,"Howard County, MD",24027,2017,2017,3528,321113,10.99,31.67,38.63
Total,"Howard County, MD",24027,,,17592,1565624,11.24,31.37,38.66
,"Montgomery County, MD",24031,2013,2013,13067,1016677,12.85,30.96,38.63
,"Montgomery County, MD",24031,2014,2014,13267,1030447,12.87,31.24,38.65
,"Montgomery County, MD",24031,2015,2015,13203,1040116,12.69,31.35,38.67
,"Montgomery County, MD",24031,2016,2016,13123,1043863,12.57,31.47,38.67
,"Montgomery County, MD",24031,2017,2017,12681,1058810,11.98,31.6,38.65
Total,"Montgomery County, MD",24031,,,65341,5189913,12.59,31.32,38.65
,"Prince George's County, MD",24033,2013,2013,11861,890081,13.33,28.84,38.48
,"Prince George's County, MD",24033,2014,2014,12264,904430,13.56,29.15,38.48
,"Prince George's County, MD",24033,2015,2015,12321,909535,13.55,29.2,38.51
,"Prince George's County, MD",24033,2016,2016,12296,908049,13.54,29.36,38.5
,"Prince George's County, MD",24033,2017,2017,12393,912756,13.58,29.5,38.4
Total,"Prince George's County, MD",24033,,,61135,4524851,13.51,29.21,38.47
,"St. Mary's County, MD",24037,2014,2014,1479,110382,13.4,28.73,38.98
,"St. Mary's County, MD",24037,2015,2015,1443,111413,12.95,28.65,38.85
,"St. Mary's County, MD",24037,2016,2016,1425,112587,12.66,28.72,38.83
,"St. Mary's County, MD",24037,2017,2017,1352,112667,12,29.2,38.91
Total,"St. Mary's County, MD",24037,,,5699,447049,12.75,28.82,38.9
,"Washington County, MD",24043,2013,2013,1704,149588,11.39,27.33,38.86
,"Washington County, MD",24043,2014,2014,1815,149573,12.13,27.71,38.68
,"Washington County, MD",24043,2015,2015,1703,149585,11.38,27.57,38.72
,"Washington County, MD",24043,2016,2016,1694,150292,11.27,28.02,38.64
,"Washington County, MD",24043,2017,2017,1638,150578,10.88,27.85,38.64
Total,"Washington County, MD",24043,,,8554,749616,11.41,27.69,38.71
,"Baltimore city, MD",24510,2013,2013,8836,622104,14.2,27.44,38.4
,"Baltimore city, MD",24510,2014,2014,8869,622793,14.24,27.52,38.43
,"Baltimore city, MD",24510,2015,2015,8660,621849,13.93,27.74,38.38
,"Baltimore city, MD",24510,2016,2016,8504,614664,13.84,27.98,38.38
,"Baltimore city, MD",24510,2017,2017,7941,611648,12.98,28.39,38.33
Total,"Baltimore city, MD",24510,,,42810,3093058,13.84,27.8,38.38
,"Unidentified Counties, MD",24999,2013,2013,7979,755974,10.55,27.69,38.8
,"Unidentified Counties, MD",24999,2014,2014,5502,543700,10.12,27.7,38.73
,"Unidentified Counties, MD",24999,2015,2015,5532,543427,10.18,27.96,38.82
,"Unidentified Counties, MD",24999,2016,2016,5527,543800,10.16,28.16,38.78
,"Unidentified Counties, MD",24999,2017,2017,5464,544493,10.04,28.37,38.76
Total,"Unidentified Counties, MD",24999,,,30004,2931394,10.24,27.95,38.78
,"Barnstable County, MA",25001,2013,2013,1504,214990,7,29.83,39.08
,"Barnstable County, MA",25001,2014,2014,1531,214914,7.12,29.95,39.02
,"Barnstable County, MA",25001,2015,2015,1475,214333,6.88,30.34,39.13
,"Barnstable County, MA",25001,2016,2016,1601,214276,7.47,29.9,38.88
,"Barnstable County, MA",25001,2017,2017,1546,213444,7.24,30.6,38.97
Total,"Barnstable County, MA",25001,,,7657,1071957,7.14,30.12,39.01
,"Berkshire County, MA",25003,2013,2013,1054,129585,8.13,28.57,38.79
,"Berkshire County, MA",25003,2014,2014,1086,128715,8.44,28.63,38.91
,"Berkshire County, MA",25003,2015,2015,1030,127828,8.06,29.05,38.86
,"Berkshire County, MA",25003,2016,2016,1027,126903,8.09,29.19,38.87
,"Berkshire County, MA",25003,2017,2017,993,126313,7.86,29.09,38.87
Total,"Berkshire County, MA",25003,,,5190,639344,8.12,28.9,38.86
,"Bristol County, MA",25005,2013,2013,5673,552780,10.26,28.71,38.83
,"Bristol County, MA",25005,2014,2014,5577,554194,10.06,28.83,38.83
,"Bristol County, MA",25005,2015,2015,5676,556772,10.19,29.09,38.86
,"Bristol County, MA",25005,2016,2016,5643,558324,10.11,29.29,38.81
,"Bristol County, MA",25005,2017,2017,5733,561483,10.21,29.28,38.78
Total,"Bristol County, MA",25005,,,28302,2783553,10.17,29.04,38.82
,"Essex County, MA",25009,2013,2013,8453,762550,11.09,29.79,38.83
,"Essex County, MA",25009,2014,2014,8441,769091,10.98,29.84,38.85
,"Essex County, MA",25009,2015,2015,8544,776043,11.01,29.86,38.87
,"Essex County, MA",25009,2016,2016,8386,779018,10.76,30.06,38.88
,"Essex County, MA",25009,2017,2017,8655,785205,11.02,30.28,38.88
Total,"Essex County, MA",25009,,,42479,3871907,10.97,29.97,38.86
,"Hampden County, MA",25013,2013,2013,5289,467319,11.32,27.64,38.98
,"Hampden County, MA",25013,2014,2014,5229,468161,11.17,27.86,38.96
,"Hampden County, MA",25013,2015,2015,5134,470690,10.91,28.02,38.89
,"Hampden County, MA",25013,2016,2016,4956,468467,10.58,28.26,38.9
